datetime,symbol,open,high,low,close,volume
2024-08-08 21:00:00,OANDA:XAUUSD,2427.22,2437.085,2416.925,2431.265,223088.0
2024-08-11 21:00:00,OANDA:XAUUSD,2428.135,2473.225,2423.89,2472.12,180141.0
2024-08-12 21:00:00,OANDA:XAUUSD,2470.39,2476.99,2458.56,2465.055,205142.0
2024-08-13 21:00:00,OANDA:XAUUSD,2466.365,2480.125,2438.145,2447.95,224080.0
2024-08-14 21:00:00,OANDA:XAUUSD,2448.2,2470.155,2432.225,2456.545,226169.0
2024-08-15 21:00:00,OANDA:XAUUSD,2456.105,2509.82,2450.805,2508.14,223838.0
2024-08-18 21:00:00,OANDA:XAUUSD,2506.525,2507.535,2485.735,2504.285,220264.0
2024-08-19 21:00:00,OANDA:XAUUSD,2503.74,2531.765,2497.4,2514.11,229278.0
2024-08-20 21:00:00,OANDA:XAUUSD,2513.86,2519.985,2493.83,2512.25,213088.0
2024-08-21 21:00:00,OANDA:XAUUSD,2512.22,2514.73,2470.85,2484.72,222479.0
2024-08-22 21:00:00,OANDA:XAUUSD,2485.335,2518.4,2484.41,2512.49,230098.0
2024-08-25 21:00:00,OANDA:XAUUSD,2512.035,2526.9,2508.81,2517.955,198137.0
2024-08-26 21:00:00,OANDA:XAUUSD,2517.73,2526.01,2503.585,2524.825,201379.0
2024-08-27 21:00:00,OANDA:XAUUSD,2525.26,2529.135,2493.665,2504.67,205552.0
2024-08-28 21:00:00,OANDA:XAUUSD,2506.21,2528.74,2503.69,2521.215,219815.0
2024-08-29 21:00:00,OANDA:XAUUSD,2520.805,2526.925,2494.215,2503.4,223097.0
2024-09-01 21:00:00,OANDA:XAUUSD,2502.84,2507.33,2490.105,2499.42,127916.0
2024-09-02 21:00:00,OANDA:XAUUSD,2499.55,2506.35,2473.325,2492.95,241125.0
2024-09-03 21:00:00,OANDA:XAUUSD,2492.62,2500.345,2471.915,2495.545,209334.0
2024-09-04 21:00:00,OANDA:XAUUSD,2495.32,2523.525,2493.88,2516.815,217513.0
2024-09-05 21:00:00,OANDA:XAUUSD,2516.46,2529.3,2485.19,2497.565,264809.0
2024-09-08 21:00:00,OANDA:XAUUSD,2496.79,2507.265,2485.61,2506.395,222295.0
2024-09-09 21:00:00,OANDA:XAUUSD,2506.73,2518.535,2500.19,2516.735,207602.0
2024-09-10 21:00:00,OANDA:XAUUSD,2516.55,2529.09,2501.0,2511.675,270422.0
2024-09-11 21:00:00,OANDA:XAUUSD,2512.945,2560.13,2511.095,2558.655,241962.0
2024-09-12 21:00:00,OANDA:XAUUSD,2558.38,2586.16,2556.795,2578.715,251812.0
2024-09-15 21:00:00,OANDA:XAUUSD,2578.79,2589.715,2575.245,2582.665,179045.0
2024-09-16 21:00:00,OANDA:XAUUSD,2582.66,2587.02,2560.78,2569.59,202235.0
2024-09-17 21:00:00,OANDA:XAUUSD,2570.325,2600.29,2546.86,2559.3,270952.0
2024-09-18 21:00:00,OANDA:XAUUSD,2559.235,2594.945,2551.16,2586.91,296927.0
2024-09-19 21:00:00,OANDA:XAUUSD,2586.52,2625.79,2584.875,2622.235,272796.0
2024-09-22 21:00:00,OANDA:XAUUSD,2621.365,2634.905,2613.89,2628.63,226647.0
2024-09-23 21:00:00,OANDA:XAUUSD,2627.79,2664.38,2622.68,2657.26,280786.0
2024-09-24 21:00:00,OANDA:XAUUSD,2658.69,2670.605,2649.7,2656.995,250522.0
2024-09-25 21:00:00,OANDA:XAUUSD,2657.74,2685.64,2654.84,2672.435,280327.0
2024-09-26 21:00:00,OANDA:XAUUSD,2672.235,2674.375,2643.155,2658.55,297822.0
2024-09-29 21:00:00,OANDA:XAUUSD,2661.815,2666.05,2624.78,2634.69,295187.0
2024-09-30 21:00:00,OANDA:XAUUSD,2633.53,2673.26,2633.31,2663.61,243087.0
2024-10-01 21:00:00,OANDA:XAUUSD,2661.92,2663.445,2641.18,2658.75,252533.0
2024-10-02 21:00:00,OANDA:XAUUSD,2658.77,2663.015,2637.015,2656.11,381668.0
2024-10-03 21:00:00,OANDA:XAUUSD,2655.95,2670.24,2632.015,2653.84,474423.0
2024-10-06 21:00:00,OANDA:XAUUSD,2651.39,2659.66,2637.77,2642.585,461688.0
2024-10-07 21:00:00,OANDA:XAUUSD,2642.085,2653.115,2604.82,2621.965,599675.0
2024-10-08 21:00:00,OANDA:XAUUSD,2622.11,2624.375,2605.21,2607.735,460186.0
2024-10-09 21:00:00,OANDA:XAUUSD,2607.735,2631.565,2604.39,2629.92,479519.0
2024-10-10 21:00:00,OANDA:XAUUSD,2628.62,2661.475,2628.18,2657.18,381985.0
2024-10-13 21:00:00,OANDA:XAUUSD,2648.805,2666.875,2643.245,2648.785,353209.0
2024-10-14 21:00:00,OANDA:XAUUSD,2649.215,2668.965,2638.105,2662.695,477257.0
2024-10-15 21:00:00,OANDA:XAUUSD,2662.285,2685.465,2658.8,2673.93,442655.0
2024-10-16 21:00:00,OANDA:XAUUSD,2674.605,2696.8,2673.165,2693.01,475273.0
2024-10-17 21:00:00,OANDA:XAUUSD,2693.045,2722.65,2692.395,2721.9,465216.0
2024-10-20 21:00:00,OANDA:XAUUSD,2723.09,2740.6,2714.235,2719.675,528355.0
2024-10-21 21:00:00,OANDA:XAUUSD,2719.36,2748.975,2719.16,2748.96,443984.0
2024-10-22 21:00:00,OANDA:XAUUSD,2747.33,2758.525,2708.755,2715.59,512450.0
2024-10-23 21:00:00,OANDA:XAUUSD,2716.415,2743.325,2716.215,2736.08,447229.0
2024-10-24 21:00:00,OANDA:XAUUSD,2735.95,2747.835,2717.1,2747.215,394346.0
2024-10-27 21:00:00,OANDA:XAUUSD,2734.065,2746.01,2724.755,2742.325,374072.0
2024-10-28 21:00:00,OANDA:XAUUSD,2741.45,2774.885,2739.87,2774.58,435600.0
2024-10-29 21:00:00,OANDA:XAUUSD,2773.51,2790.07,2770.925,2787.475,407373.0
2024-10-30 21:00:00,OANDA:XAUUSD,2786.87,2790.17,2731.635,2743.95,447697.0
2024-10-31 21:00:00,OANDA:XAUUSD,2745.37,2762.275,2733.255,2736.45,439514.0
2024-11-03 22:00:00,OANDA:XAUUSD,2732.04,2748.24,2731.77,2736.605,398027.0
2024-11-04 22:00:00,OANDA:XAUUSD,2737.365,2750.09,2724.765,2743.91,357215.0
2024-11-05 22:00:00,OANDA:XAUUSD,2743.065,2749.78,2652.405,2659.175,789740.0
2024-11-06 22:00:00,OANDA:XAUUSD,2662.255,2710.52,2643.355,2706.84,532666.0
2024-11-07 22:00:00,OANDA:XAUUSD,2704.26,2710.43,2680.415,2684.455,483390.0
2024-11-10 22:00:00,OANDA:XAUUSD,2683.71,2686.165,2610.695,2619.595,455754.0
